Code_postal
80140
80290
80130
80440
80680
80700
80540
80170
80800
80560
80690
80160
80320
80390
78490
78980
78360
78790
78410
78730
78440
78560
78940
78550
78150
78270
78790
78710
78210
78640
78860
78690
78770
79230
79150
79300
79290
79370
79130
79110
79290
79190
79370
79500
76240
76190
76790
76450
76740
76730
76750
76260
76930
76740
76660
76220
76160
80140
80140
80340
80490
80300
80250
80360
80400
80200
80640
80640
80640
80600
80270
80290
80360
80580
80600
80560
80370
80300
80700
80500
80700
80400
80290
80640
80360
80135
80540
80160
80540
80670
80290
80140
80120
80290
80290
80260
80150
80600
80310
80500
1400
1300
1480
1340
1270
1360
1330
1450
1330
1800
1640
1260
1250
1480
1260
1410
1800
1300
1550
1300
1310
1750
1380
1240
1400
1160
1480
1350
1090
1090
1170
1190
1260
1260
1340
1250
1200
1240
1680
1090
1340
1580
1580
1480
1250
1250
1170
1410
1390
1700
1140
1510
1190
1300
1630
1450
1550
1990
1190
1450
1380
1190
1680
1600
1800
1300
1390
1560
1540
1250
1390
1510
1700
1240
1230
1630
1470
1560
1580
1580
1150
1110
1140
1390
1160
1150
1320
1440
2190
2110
2370
2370
2190
2600
2800
2320
2840
2820
2300
2120
33550
33690
33690
33580
33240
33240
33210
33210
33420
33190
33126
33660
33820
33430
33180
33190
33540
33760
33330
33440
33125
33490
33540
33580
33690
33590
33710
33680
33730
33330
33141
33240
34300
34190
34210
34210
34540
34600
34700
34190
34480
34330
34260
34600
34610
34170
34210
34380
34600
34520
34270
34120
34420
34800
34800
34440
34660
34210
34270
34700
34320
34260
34970
34270
34700
34490
34210
34370
34320
34130
34280
34390
34310
34080
34090
34320
34120
34440
34800
34230
34120
34230
34700
34480
34220
34650
34320
34190
34725
34230
34360
34260
34610
34480
34390
34400
34570
34520
34400
34400
2400
2170
2210
2310
2480
2240
2860
2120
2600
2310
2260
2290
2360
2340
2880
2130
2700
2460
2480
2600
2240
2220
2250
2700
2700
2340
2810
2460
2120
2160
2000
2110
2490
2200
2400
2120
2160
2540
2600
2120
2300
2250
2500
3200
3420
3250
3460
3210
3130
3700
3120
3800
3170
3390
3150
3000
3120
3440
3370
3220
3600
3430
3320
3370
3450
3340
3190
3380
3150
3100
3420
3270
3470
3330
1500
1300
1300
1380
1360
1130
1240
1200
1200
1200
1660
1510
1190
1200
1290
1370
1560
1340
1120
1220
1590
1500
1210
1340
1250
1220
2190
2800
2240
2300
2210
2310
2240
2360
2620
2420
2240
2320
2340
2310
2400
2190
2510
2850
2420
2600
2210
2450
2140
2600
2160
2500
2250
2720
2000
1500
1500
1350
1100
1190
1380
1360
1990
1360
1340
1290
1700
1200
1120
1110
1470
1240
1260
1500
1190
1390
1230
1420
1560
1290
1170
1300
1270
1800
1550
1090
1480
1460
1130
1250
1260
1430
1560
1420
1260
1360
1300
1851
1240
1660
1250
1800
1390
1090
1310
1160
1100
1100
1300
1540
1120
1330
1280
1280
1250
1600
1800
1380
1000
1600
1140
1370
1140
1630
1130
1560
80540
80300
80132
80400
80600
80260
80310
80160
80740
80170
80260
80560
80470
80230
80310
80540
80400
80300
80240
80340
80240
80200
62760
80560
80560
80690
80120
80150
80500
80270
80140
80135
80520
77750
77510
77760
77600
77515
77520
77230
77710
77730
77400
77950
77320
77950
77160
77690
77000
77650
77139
77520
77730
77130
77114
77115
77171
77810
77400
77240
77710
80800
80170
80340
80490
80260
80560
80800
80110
80200
80370
80400
80470
80240
80700
80340
80570
80740
80190
80360
80690
80200
80190
80500
80190
80540
80140
80290
81500
81430
81260
81400
81260
81580
81540
81140
81570
81140
81350
81250
2400
2160
2350
2220
2360
2360
2310
2500
2100
2800
2120
2130
2380
2210
2490
2190
2190
2400
2220
2490
2300
2880
2470
2500
2290
2000
2170
2160
2590
2200
2120
2500
2870
2300
2400
2250
2450
2320
2210
2130
2220
2350
2260
2220
2270
2880
2860
2250
2400
2880
2260
2860
2120
2820
2350
2120
2500
2220
2110
2120
2300
2300
2420
2480
2590
2140
2000
2420
2170
2860
2160
2600
2120
2190
2120
2810
2200
2390
2210
2860
2330
2310
2400
2360
2300
2130
2130
2200
2270
2400
2400
2400
2600
2140
2650
2140
27480
27290
27930
27520
34520
34120
34270
34230
34270
34130
34350
34400
34220
34110
34600
34750
34380
34280
35120
35150
35890
35330
35150
35190
35630
35360
35220
35220
35590
35150
35120
35210
35640
35340
35370
35300
35850
35580
35440
35630
35750
35133
35360
35580
35640
35330
35360
35420
35330
35210
35420
35310
35380
35380
35720
35730
35600
35560
35133
35610
35230
35250
35114
35133
35760
35140
35136
35400
37230
37530
37260
37800
37310
37520
37500
37210
37550
37500
37540
37270
37390
37420
37220
37500
37530
37220
37320
37190
37600
37120
37600
37510
38470
38280
38510
38142
38630
38270
38440
38270
38730
38510
38300
38390
1250
1110
1110
1260
1580
1250
1640
1290
1200
1410
1430
1560
1300
1340
1370
1450
1800
1700
1200
1310
1300
1130
1120
1230
1160
1250
1300
1160
1290
1960
1300
1240
1150
1560
1560
1400
1260
1370
1370
1560
1270
1200
1800
2800
2340
2820
2860
2490
2500
2300
2800
2000
2210
2810
2200
2370
2000
2570
2850
2240
2220
2350
2220
2000
2600
2160
2840
2130
2270
2600
2270
2480
2220
2140
2800
2340
2590
2130
2350
2500
2400
2100
2400
2420
2000
2460
2450
2520
2590
2110
2760
2350
2400
2350
2100
2680
2420
2140
2500
2140
1290
1750
1330
1310
1150
1150
1480
1470
1190
1420
1660
1330
1800
1260
1300
2300
2240
2320
2290
2200
2480
2480
2250
2580
2270
2700
2330
2330
2330
2420
2440
2450
2200
2420
2400
2870
2810
2270
2400
2000
2360
2810
2880
2680
2600
2380
2380
2130
2800
2200
2850
2220
2380
2870
2650
2310
2880
2220
2360
2470
2600
2600
2210
2290
2540
2690
2590
2190
2130
2460
2450
2000
2260
2110
2110
2590
2870
2230
2700
2260
2810
2430
2360
2160
2510
2480
2810
2600
2380
2160
2160
2160
2160
2350
2800
2350
2840
2120
2470
2000
81150
81120
81500
81600
81700
81170
81190
81270
81120
81230
81110
81150
81220
81260
81500
81310
81130
81110
81130
81440
81700
81470
81800
81800
81120
81500
81210
82160
82120
82110
82110
82400
82220
82330
83630
83330
83570
83420
83210
83830
83340
83920
83220
83560
83110
83210
83510
84400
84220
84340
84750
84510
84350
84160
84600
84360
84170
84160
84110
84600
84400
84240
84190
84210
85430
85320
85530
85410
85410
85450
85110
85590
85800
85540
79290
79290
79320
79360
79360
79700
79700
79700
79800
79510
79410
79270
79400
79160
79110
79110
79380
79330
79360
79220
79120
79110
79100
79100
79360
79210
27520
27350
27300
27210
27490
27110
27110
27800
27120
27190
27170
27170
27120
27930
27220
30320
30360
30131
30130
30500
30630
30210
30360
30200
30140
30560
30360
30360
30430
30350
30270
30440
30126
30330
30440
30520
30130
30430
30340
30440
30140
30700
30340
30150
30350
30460
30126
30600
30200
30210
30600
30350
31550
31280
31230
31160
31440
31440
31140
31190
31460
31260
31360
31320
31440
31110
31510
31360
31290
31450
31590
31340
31440
31420
31150
30960
30190
30580
30200
30500
30940
31370
31340
31420
31330
31390
31540
31410
31350
31560
31190
31480
31480
31530
29670
30510
30110
30250
30260
27330
38320
38500
38260
38560
38150
38580
38300
38570
38300
38850
38220
38710
38250
38790
38380
38300
38780
38600
38650
38450
38118
38750
38280
38350
38270
38220
38690
38260
38240
38930
38210
38860
38122
38350
38770
38260
38470
38360
38460
38260
38270
38320
38260
38340
38480
38680
38120
38350
38140
38140
38680
38121
38650
38550
38160
38620
38500
38370
38110
38470
38840
38220
38134
38840
38480
38500
38660
38350
38160
38200
38119
38510
38700
38360
38290
38440
38780
38460
38300
38350
38570
38110
38300
38730
39500
39120
39270
39200
39800
39320
39140
39130
39150
39110
39270
39120
39230
39570
39380
39100
2250
2140
2220
2880
2120
2140
2120
2220
2250
2470
2860
2270
2610
2880
2390
2270
2300
2500
2450
2370
2160
2210
2300
2160
2120
2220
2100
2270
2340
2000
2200
2300
2820
2220
3700
3140
3500
3220
3440
3370
3500
3110
3250
3190
3250
3210
3150
3000
3250
1260
1150
1450
1430
1800
1500
1170
2500
2270
2000
2140
2380
2220
2300
2110
2400
2250
2400
2300
2860
2110
2350
2400
2160
2400
2260
2420
2810
2500
2160
2440
2350
2470
2420
2160
2540
2700
2200
2160
2240
2000
2000
2110
2860
2340
2110
2810
2330
2330
2100
2210
2820
2440
2400
2250
2220
2160
2470
2250
2100
2880
2270
2290
2120
2860
2860
2210
2360
2840
2000
2270
2240
2860
2200
2490
2380
2270
2110
2120
2300
2360
2110
2290
2850
2240
2140
2120
2130
2160
2100
2290
2250
2210
2300
2580
2140
2800
2490
2640
2000
2690
2120
2290
2200
2160
2490
2380
2350
2540
2160
2340
2140
2860
2320
3380
3460
3330
3130
3360
3500
3350
3600
3340
3800
3140
3510
3210
3140
3230
3160
3240
3300
3300
3140
3160
3250
3130
3360
3410
3500
3350
3320
3230
3600
3370
3130
3340
3800
3100
3150
3170
79310
79500
79170
79800
79340
79420
80560
80150
80690
80250
80470
80270
80000
80470
80140
80910
80200
80800
80110
80560
80700
80260
80770
80170
80160
88260
88260
88500
88170
88110
88130
88520
88450
88630
88100
88700
88170
88150
88530
88130
88140
88600
88110
88430
88600
88240
88520
88130
89800
89110
89450
89400
89116
89710
89630
89520
89130
89570
89200
89440
89660
89560
89400
89330
89110
89140
89200
89630
89230
89100
89450
89160
89140
89520
89130
89580
89340
89240
89340
97670
97600
97630
98786
98761
98790
98790
98706
98708
98731
98731
98790
98732
98728
98729
98742
98796
98788
98735
98850
98821
27220
27310
27480
27800
27520
27270
27490
27300
27110
27120
27150
27240
27240
27510
27630
27350
27150
27190
27760
27220
27140
27560
27930
27700
27600
27910
27570
27370
27250
27350
27190
27800
27300
27460
27110
27340
27300
27190
27650
27440
27510
27400
27730
27560
27910
27400
27300
27500
27510
27610
27350
27270
27300
27450
27110
27390
27430
27620
27220
27230
27320
27600
27220
27520
27930
27500
30350
30340
30120
31440
31560
31460
31310
31260
31180
31530
31360
31110
31440
31450
31160
31160
31160
31260
31550
31510
31110
31210
31160
31110
31160
31480
31180
31800
31140
39260
39250
39250
39230
39380
39800
39570
39240
39570
39260
39600
39210
39320
39190
39160
39460
39130
39570
39290
39110
39110
39270
39160
39400
39290
39300
39570
39190
39380
39210
39250
39570
39110
39700
39700
39270
39140
39700
39130
39190
39410
39120
39200
39200
39300
39150
39230
39130
39380
39500
39200
39800
40180
40240
40190
40290
40990
40420
40240
40250
40260
35750
35750
35500
35360
35720
35370
35270
35960
35540
36700
36300
36110
36200
36100
36210
36360
36150
36800
36290
36250
36180
36190
36210
36160
36170
36190
36400
37120
37270
37510
37600
37220
37160
37370
37500
37500
37150
37310
33890
33680
33680
33790
33540
33138
2140
2210
2420
2300
1330
1110
1100
1200
1500
1190
1300
1300
1360
1310
1430
1350
1320
1420
1300
1500
1340
1320
1990
1220
1960
1250
3160
3190
3420
3140
3230
3110
3800
3450
3240
3330
3360
3190
3220
3450
3140
4500
4260
4420
4150
4200
4330
4240
4340
4420
4380
4320
4510
4660
4250
4320
4800
4250
4170
4270
4510
4300
4100
4190
4250
4530
4530
4500
4140
4150
4200
4120
4310
5160
4500
4150
4120
4500
4170
4330
4270
4410
4330
4140
6260
4290
4380
4170
4240
4140
4290
5230
5500
5350
5800
5230
5200
5700
5600
5000
3450
3500
3120
3410
3380
3190
11260
11220
11400
11220
12630
12260
12720
12330
12700
12510
12850
12720
12220
12130
12380
12290
12350
12170
12460
12620
12330
12500
12260
12210
12420
12120
12800
12200
12370
12460
12400
12800
12200
12290
12320
12360
12800
12290
12330
12220
12430
13980
13123
13200
13400
13330
13720
13720
13480
13220
13600
13780
13510
13340
14350
14350
14710
14112
14430
14130
14190
14130
14330
14710
14000
14630
14240
14210
14610
14340
14500
13250
13820
13810
13580
13990
13710
13180
13117
13140
13550
13330
13821
13790
13830
13360
13740
13460
13730
13100
13111
13008
13013
13015
98824
98818
20167
20112
20110
20160
20121
20190
20160
20135
20117
20128
20153
20141
20171
20150
20121
20115
20131
20146
20133
20124
20270
20200
20220
20240
20237
20243
20213
20242
20213
20221
20213
20200
20230
20230
20270
20270
20229
20279
20200
20243
20240
91070
91800
91150
91440
91440
91380
91100
91830
91720
91490
91210
91210
91540
91540
91760
91640
91470
91160
91660
91340
94390
91150
91410
91280
92140
92000
92150
92420
94260
94200
94420
94440
94800
95100
95400
95810
95420
95570
95560
95810
95870
95640
95270
95710
95240
95610
95460
95530
95690
95190
95450
95690
95420
95850
95280
95720
95680
39300
39290
39290
39400
39160
39270
39120
39800
39380
39210
39250
39270
39800
39300
39570
39150
39210
39600
39120
39700
39220
39270
39110
39600
39170
39140
39570
39200
39270
39400
39570
39120
39130
39270
39120
39310
39120
39300
39240
39570
39300
39240
39200
39100
39190
39230
39360
40150
40320
40700
40320
40090
40360
40250
40390
40370
40090
40280
40420
40090
40090
40360
40330
40500
40210
40100
40360
40210
40500
40350
40420
40320
40380
40700
40300
40250
40700
40530
40090
40465
40250
40270
40250
40250
40170
40170
40270
40990
40400
40700
40500
40190
40380
40380
40440
40110
40320
37800
37140
37380
33950
33840
33190
33240
33830
33670
33230
33760
33190
33570
33990
33340
33790
33680
33540
33490
33670
33240
33920
33190
33490
33840
